id,username,screen_name,location,url,description,followers,following,favorite_count,tweet_count,created_at,time_zone,geo_enabled,language,profile_image_url,default_profile,default_profile_image1267547786,Adedotun Emmanuel,dotsmandmc,"Lagos, Nigeria",,"I am Dotsman. MC/Compere. The International friendly Voice of Entertainment&Motivation. MC,Orator, Actor,Singer,Radio/TV Presenter and a Strategist.",540,1417,82,696,2013-03-14 17:16:06,Pacific Time (US & Canada),True,en,http://pbs.twimg.com/profile_images/862340333530697728/ZJkuYVH2_normal.jpg,False,False
978666741759987712,F’,Uxxlli,,,,0,74,0,0,2018-03-27 16:15:08,,False,en,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True
977816226150858752,Mickey,MegawatiMickey,"Sleman, Yogyakarta",,Aku tahu jalan Allah😇,0,72,2,1,2018-03-25 07:55:30,,False,en,http://pbs.twimg.com/profile_images/978661894104915969/HIkJ-mbf_normal.jpg,True,False
3190288382,Sahil Raj,iam_sahilraj,"Delhi, India",https://t.co/TG5GIrMHW0,University of Delhi || Heart belongs to Bihar ; Soul to India and Life to Humanity || Proud to INDIAN 🇮🇳,68,251,1502,291,2015-05-10 01:34:41,Pacific Time (US & Canada),True,en,http://pbs.twimg.com/profile_images/937359012198195200/2UEqiT6P_normal.jpg,True,False
921048921006379008,Haris Shabbir,HarisShabbir8,Zahir Pir ,,Alhamdolillah!!!!!!,20,540,226,6,2017-10-19 16:22:29,,False,en,http://pbs.twimg.com/profile_images/950573658438848517/FDYpieC1_normal.jpg,True,False
971862697083056128,christian fierro,christianfier20,United States,,,28,1016,15,113,2018-03-08 21:38:18,,False,en,http://pbs.twimg.com/profile_images/971871474456956929/CnamDyck_normal.jpg,True,False
935145607328620544,Shaharyar Asghar,ShaharyarAsgha6,"Islamabad, Pakistan",,Technology Fun Nonprofits Gaming Government & Politics Gaming Arts & Culture Lifestyle Entertainment News Sports Music,9,324,0,1,2017-11-27 13:57:41,,False,en,http://pbs.twimg.com/profile_images/936887546168033285/U1A7NLOC_normal.jpg,True,False
3129851723,Salman Ali Awan,SalmanAwanPTI,,https://t.co/2Ktxpbv8n2,| Member of Pakistan Tehreek-e-Insaf #PTI | One dream #NayaPakistan | #PakistanZindabad | #PakArmyZindabad |~Follow me and I will follow you back~|,624,3240,1695,501,2015-03-30 20:27:05,,False,en,http://pbs.twimg.com/profile_images/977493501918269440/fxoUDi-d_normal.jpg,True,False
956611429825523712,Temple in Siem Reap(Cambodia)-ប្រាសាទនៅខេត្តសៀមរាប,History_Temples,Cambodia,https://t.co/yPRmJKKSLK,Siem Reap Angkor,13,228,11,13,2018-01-25 19:35:12,Pacific Time (US & Canada),True,en,http://pbs.twimg.com/profile_images/956613626541916160/OoZkqv5J_normal.jpg,False,False
1722367639,CHRIS+OPHER,cmk6894,,,,562,1667,32942,17020,2013-09-02 13:24:58,,True,en,http://pbs.twimg.com/profile_images/936303227896811521/fygoeC4s_normal.jpg,True,False
920518207395581953,Hitesh Varshan,VarshanHitesh,,,,1,226,1,0,2017-10-18 05:13:37,,False,en,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,True
1017195181,Mark Wind,TheMarkWind,The Netherlands,https://t.co/mkNvm7q0NG,Dutch Film Composer,11235,2278,11479,1802,2012-12-17 10:41:24,Amsterdam,True,en,http://pbs.twimg.com/profile_images/635510612051804164/GdaNL49z_normal.jpg,False,False
209594958,aesthetic instagram reject,nko_cee,"Johannesburg, South Africa",,This too shall pass 🍃 • Occupational Therapist • Food • Gym • Poetry • Social Justice • 23,667,435,1504,20620,2010-10-29 14:03:01,Greenland,True,en,http://pbs.twimg.com/profile_images/977948174009667584/bsaYmwJF_normal.jpg,False,False
971563012334280704,Sukrut Surdikar,Sur_Suk_Sur,"Solapur, India",,Twitty Twitty very Twitty......,5,118,86,11,2018-03-08 01:47:27,,False,en,http://pbs.twimg.com/profile_images/977840878973792257/1K68dSgg_normal.jpg,True,False
739922508388962305,شامخ,AAshawsh,Yemen,,ايها  الاحباب اعذروانا ان بخلنا بالتوصل 📲زحمه الدنيا غوتنااا طال فيها الانشغل لاتظنوني بخيل او نسيناكم احبكم في الله دوماا في فوادي ❤,367,1036,84,713,2016-06-06 20:50:47,,False,ar,http://pbs.twimg.com/profile_images/922189038114820096/v1f3luvR_normal.jpg,True,False
972583165368807424,Saiful,saifulofficial8,"New York, USA",,,93,736,0,6,2018-03-10 21:21:11,,False,en,http://pbs.twimg.com/profile_images/972584392336879616/-g-k-k43_normal.jpg,True,False
821458459967139840,Brandy mares,Brandyandcoke_,Your moms house,https://t.co/jDFU8Qr4AL,24. Married 💍 mama bear. Pokémon. fortnite. COD. Disney. Outdoors. food. beer. video games makeup. Namaste 🙏🏽,12,59,133,119,2017-01-17 20:45:33,,False,en,http://pbs.twimg.com/profile_images/886747119603691520/BqORhZco_normal.jpg,True,False
276493562,Victory Pradhana,torypradhana,"Gondangrejo, Indonesia",https://t.co/1CPS2tgkgI,Jesus my God,288,4371,31743,7687,2011-04-03 13:31:57,,False,id,http://pbs.twimg.com/profile_images/969122462922240000/6mPcIpTr_normal.jpg,True,False
3626413036,Maury Page,mopage19,"Michigan, USA",https://t.co/OVu4fINXKX,https://t.co/RTetgysULi,12090,3376,7155,2597,2015-09-12 01:54:41,Eastern Time (US & Canada),True,en,http://pbs.twimg.com/profile_images/978061043233710085/eJdzLd2a_normal.jpg,True,False
941964719572729856,Nana oyem,BinWalied,"Semarang, Jawa Tengah",,"Love Allah
Umat Muhammad SAW
iG : nana_oyem
email: khalidbinwalied@yahoo.com
phone: 085727177791",2,43,184,140,2017-12-16 09:34:24,,False,en,http://pbs.twimg.com/profile_images/974947068891471872/uSZuWzRt_normal.jpg,True,False
970674105153478656,Anele owakaNgcolosii,acculated5,"Margate, South Africa",,"I'm a 17yrs old kid who is a REC member at COSAS[Congress Of South African Students] in the Lower South Coast region {KZN}
              ✊✊✊✊✊✊",52,142,210,78,2018-03-05 14:55:15,,False,en,http://pbs.twimg.com/profile_images/978196925907423233/LmZcZvlZ_normal.jpg,True,False
978547324682055680,Uddip Saha,SahaUddip,"Malda, English Bazar",,"I'm a boy 👦my passion Wild life Nature Photography at Freelance photographer  
  .......... Wish me on 6th April.......
                     # Uddip Saha......",0,68,0,0,2018-03-27 08:20:37,,False,en,http://pbs.twimg.com/profile_images/978553355831197696/vqGy4Cl0_normal.jpg,True,False
977995336802332673,Abid Fiza,AbidFiza1,Pakistan,,Estudant,9,136,33,2,2018-03-25 19:47:13,,False,en,http://pbs.twimg.com/profile_images/977997768936574976/un9qty7x_normal.jpg,True,False
906571081418506240,💕TWICE Is My Life💕,Mariana65166105,"Bogotá, D.C., Colombia",,"TWICE👑트와이스
나연💕정연💕모모💕사나💕지효💕미나💕다현💕채영💕쯔위",3,58,257,59,2017-09-09 17:32:43,,False,es,http://pbs.twimg.com/profile_images/978115813679955969/Wpre7Vkg_normal.jpg,True,False
974570998702977024,Damiano Fornoni,DamianoFornoni,,,,91,1067,63,25,2018-03-16 09:00:07,,False,en,http://pbs.twimg.com/profile_images/975068047609393152/MstIQMy6_normal.jpg,True,False
952357904857870337,PysQo Zerq | #eRaZerq,PsyQo_Zerq,No Home,,PysQo Zerq-Trickshotter™️.Sponsered By @FadeGrips Use Code “Zerq” For 8% Off. Player for @OfficialPsyQo,134,297,523,228,2018-01-14 01:53:13,,False,en,http://pbs.twimg.com/profile_images/977622400375427072/3zZu902-_normal.jpg,True,False
